X0,Y0,X1,Y1,PredProb,PredBinary,Corrected
14285.388,53721.108,14486.591,53922.311,0.083,0,0
15895.009,53721.108,16096.212,53922.311,0.159,0,0
35210.464,53721.108,35411.667,53922.311,0.446,1,0
14285.388,53922.311,14486.591,54123.513,0.455,1,0
13480.578,54324.716,13681.780,54525.919,0.096,0,0
13681.780,54324.716,13882.983,54525.919,0.210,0,0
10261.335,54525.919,10462.538,54727.121,0.152,0,0
10261.335,54727.121,10462.538,54928.324,0.204,0,0
13480.578,54727.121,13681.780,54928.324,0.038,0,0
14084.186,54727.121,14285.388,54928.324,0.073,0,0
14285.388,54727.121,14486.591,54928.324,0.183,0,0
13480.578,54928.324,13681.780,55129.527,0.218,0,0
23540.710,55129.527,23741.913,55330.729,0.168,0,0
23741.913,55129.527,23943.116,55330.729,0.051,0,0
14084.186,55531.932,14285.388,55733.134,0.186,0,0
19114.252,55531.932,19315.455,55733.134,0.090,0,0
12273.362,55733.134,12474.564,55934.337,0.047,0,0
13078.172,55733.134,13279.375,55934.337,0.136,0,0
14084.186,55733.134,14285.388,55934.337,0.488,1,0
18510.644,55733.134,18711.847,55934.337,0.051,0,0
19114.252,55733.134,19315.455,55934.337,0.050,0,0
12273.362,55934.337,12474.564,56135.540,0.094,0,0
12474.564,55934.337,12675.767,56135.540,0.564,1,0
13078.172,55934.337,13279.375,56135.540,0.134,0,0
18711.847,55934.337,18913.049,56135.540,0.490,1,0
13078.172,56135.540,13279.375,56336.742,0.208,0,0
16901.023,56135.540,17102.225,56336.742,0.084,0,0
13279.375,56336.742,13480.578,56537.945,0.543,1,0
19717.860,56739.148,19919.062,56940.350,0.098,0,0
18510.644,56940.350,18711.847,57141.553,0.056,0,0
19919.062,56940.350,20120.265,57141.553,0.516,1,0
22333.494,56940.350,22534.697,57141.553,0.074,0,0
22534.697,56940.350,22735.900,57141.553,0.055,0,0
18510.644,57141.553,18711.847,57342.756,0.427,1,0
20321.468,57141.553,20522.670,57342.756,0.076,0,0
20120.265,57342.756,20321.468,57543.958,0.340,0,0
20321.468,57342.756,20522.670,57543.958,0.463,1,0
22333.494,57342.756,22534.697,57543.958,0.137,0,0
22534.697,57342.756,22735.900,57543.958,0.320,0,0
31991.222,57342.756,32192.424,57543.958,0.084,0,0
20925.076,57543.958,21126.278,57745.161,0.132,0,0
31991.222,57543.958,32192.424,57745.161,0.643,1,0
29174.384,57745.161,29375.587,57946.364,0.042,0,0
25351.534,57946.364,25552.737,58147.566,0.055,0,0
28973.182,57946.364,29174.384,58147.566,0.110,0,0
22132.292,58147.566,22333.494,58348.769,0.261,0,0
22333.494,58147.566,22534.697,58348.769,0.149,0,0
25552.737,58147.566,25753.939,58348.769,0.592,1,0
31186.411,58147.566,31387.614,58348.769,0.522,1,0
22333.494,58348.769,22534.697,58549.972,0.466,1,0
31387.614,58348.769,31588.816,58549.972,0.189,0,0
31588.816,58348.769,31790.019,58549.972,0.591,1,0
25351.534,58549.972,25552.737,58751.174,0.060,0,0
25351.534,58751.174,25552.737,58952.377,0.596,1,0
33399.640,60360.795,33600.843,60561.998,0.476,1,0
25955.142,60561.998,26156.345,60763.201,0.047,0,0
25753.939,60763.201,25955.142,60964.403,0.073,0,0
25955.142,60763.201,26156.345,60964.403,0.446,1,0
16901.023,60964.403,17102.225,61165.606,0.101,0,1
17102.225,60964.403,17303.428,61165.606,0.741,1,1
26156.345,61366.809,26357.547,61568.011,0.061,0,0
26156.345,61568.011,26357.547,61769.214,0.521,1,0
19717.860,62574.025,19919.062,62775.227,0.074,0,1
19114.252,62775.227,19315.455,62976.430,0.563,1,1
19717.860,62775.227,19919.062,62976.430,0.232,0,1
19919.062,62775.227,20120.265,62976.430,0.107,0,1
20120.265,62775.227,20321.468,62976.430,0.333,0,1
21528.684,62775.227,21729.886,62976.430,0.196,0,0
20120.265,62976.430,20321.468,63177.633,0.256,0,1
21327.481,62976.430,21528.684,63177.633,0.342,0,0
30784.006,62976.430,30985.208,63177.633,0.157,0,0
16699.820,63177.633,16901.023,63378.835,0.463,1,1
21528.684,63177.633,21729.886,63378.835,0.196,0,1
21729.886,63177.633,21931.089,63378.835,0.311,0,1
30784.006,63177.633,30985.208,63378.835,0.500,1,0
21729.886,63378.835,21931.089,63580.038,0.283,0,1
15090.199,63580.038,15291.402,63781.241,0.093,0,1
15291.402,63580.038,15492.604,63781.241,0.112,0,1
21528.684,63580.038,21729.886,63781.241,0.191,0,1
21729.886,63580.038,21931.089,63781.241,0.293,0,1
43258.570,63580.038,43459.773,63781.241,0.201,0,0
43459.773,63580.038,43660.975,63781.241,0.042,0,0
14285.388,63781.241,14486.591,63982.443,0.068,0,1
19516.657,63781.241,19717.860,63982.443,0.301,0,1
43258.570,63781.241,43459.773,63982.443,0.471,1,0
15090.199,63982.443,15291.402,64183.646,0.116,0,1
15291.402,63982.443,15492.604,64183.646,0.059,0,1
19516.657,63982.443,19717.860,64183.646,0.558,1,1
19717.860,63982.443,19919.062,64183.646,0.235,0,1
19919.062,63982.443,20120.265,64183.646,0.685,1,1
20120.265,63982.443,20321.468,64183.646,0.592,1,1
20321.468,63982.443,20522.670,64183.646,0.414,1,1
20522.670,63982.443,20723.873,64183.646,0.391,0,1
20925.076,63982.443,21126.278,64183.646,0.666,1,1
21126.278,63982.443,21327.481,64183.646,0.551,1,1
26156.345,63982.443,26357.547,64183.646,0.089,0,1
14888.996,64183.646,15090.199,64384.848,0.146,0,1
15090.199,64183.646,15291.402,64384.848,0.049,0,1
19717.860,64183.646,19919.062,64384.848,0.298,0,1
19919.062,64183.646,20120.265,64384.848,0.220,0,1
20522.670,64183.646,20723.873,64384.848,0.202,0,1
20723.873,64183.646,20925.076,64384.848,0.402,0,1
21126.278,64183.646,21327.481,64384.848,0.340,0,1
21327.481,64183.646,21528.684,64384.848,0.186,0,1
21327.481,64384.848,21528.684,64586.051,0.115,0,1
43258.570,64384.848,43459.773,64586.051,0.133,0,1
43459.773,64384.848,43660.975,64586.051,0.127,0,1
46276.610,64384.848,46477.812,64586.051,0.047,0,0
21327.481,64586.051,21528.684,64787.254,0.336,0,1
21528.684,64586.051,21729.886,64787.254,0.297,0,1
35411.667,64586.051,35612.869,64787.254,0.206,0,1
43057.367,64586.051,43258.570,64787.254,0.196,0,1
43258.570,64586.051,43459.773,64787.254,0.208,0,1
45069.394,64586.051,45270.597,64787.254,0.538,1,1
45270.597,64586.051,45471.799,64787.254,0.196,0,1
45471.799,64586.051,45673.002,64787.254,0.318,0,1
46075.407,64586.051,46276.610,64787.254,0.067,0,0
46276.610,64586.051,46477.812,64787.254,0.603,1,0
15693.807,64787.254,15895.009,64988.456,0.056,0,1
15291.402,64988.456,15492.604,65189.659,0.096,0,1
15492.604,64988.456,15693.807,65189.659,0.130,0,1
15693.807,64988.456,15895.009,65189.659,0.087,0,1
13882.983,65189.659,14084.186,65390.862,0.114,0,1
15090.199,65189.659,15291.402,65390.862,0.112,0,1
15291.402,65189.659,15492.604,65390.862,0.074,0,1
15492.604,65189.659,15693.807,65390.862,0.363,0,1
13681.780,65390.862,13882.983,65592.064,0.051,0,1
15291.402,65390.862,15492.604,65592.064,0.157,0,1
15492.604,65390.862,15693.807,65592.064,0.216,0,1
41850.152,65390.862,42051.354,65592.064,0.116,0,0
15090.199,65592.064,15291.402,65793.267,0.059,0,1
15492.604,65592.064,15693.807,65793.267,0.220,0,1
21327.481,65592.064,21528.684,65793.267,0.044,0,0
21528.684,65592.064,21729.886,65793.267,0.263,0,0
37222.491,65592.064,37423.693,65793.267,0.057,0,1
37423.693,65592.064,37624.896,65793.267,0.047,0,1
41850.152,65592.064,42051.354,65793.267,0.575,1,0
42051.354,65592.064,42252.557,65793.267,0.387,0,0
43862.178,65592.064,44063.381,65793.267,0.061,0,1
44063.381,65592.064,44264.583,65793.267,0.171,0,1
15090.199,65793.267,15291.402,65994.470,0.440,1,1
15291.402,65793.267,15492.604,65994.470,0.234,0,1
15492.604,65793.267,15693.807,65994.470,0.441,1,1
37423.693,65793.267,37624.896,65994.470,0.411,0,1
42051.354,65793.267,42252.557,65994.470,0.726,1,0
13882.983,65994.470,14084.186,66195.672,0.090,0,1
14285.388,65994.470,14486.591,66195.672,0.072,0,1
14888.996,65994.470,15090.199,66195.672,0.492,1,1
15090.199,65994.470,15291.402,66195.672,0.073,0,1
15291.402,65994.470,15492.604,66195.672,0.180,0,1
15492.604,65994.470,15693.807,66195.672,0.126,0,1
13882.983,66195.672,14084.186,66396.875,0.059,0,1
14084.186,66195.672,14285.388,66396.875,0.073,0,1
14285.388,66195.672,14486.591,66396.875,0.065,0,1
14888.996,66195.672,15090.199,66396.875,0.091,0,1
15492.604,66195.672,15693.807,66396.875,0.181,0,1
30985.208,66195.672,31186.411,66396.875,0.127,0,0
37624.896,66195.672,37826.098,66396.875,0.747,1,1
43862.178,66195.672,44063.381,66396.875,0.050,0,1
44063.381,66195.672,44264.583,66396.875,0.107,0,1
44264.583,66195.672,44465.786,66396.875,0.300,0,1
14084.186,66396.875,14285.388,66598.078,0.107,0,1
14285.388,66396.875,14486.591,66598.078,0.065,0,1
14687.794,66396.875,14888.996,66598.078,0.045,0,1
14888.996,66396.875,15090.199,66598.078,0.104,0,1
15090.199,66396.875,15291.402,66598.078,0.184,0,1
15291.402,66396.875,15492.604,66598.078,0.559,1,1
15492.604,66396.875,15693.807,66598.078,0.195,0,1
22735.900,66396.875,22937.102,66598.078,0.051,0,1
22937.102,66396.875,23138.305,66598.078,0.062,0,1
29576.790,66396.875,29777.992,66598.078,0.264,0,0
30985.208,66396.875,31186.411,66598.078,0.593,1,0
37624.896,66396.875,37826.098,66598.078,0.333,0,1
37826.098,66396.875,38027.301,66598.078,0.322,0,1
14687.794,66598.078,14888.996,66799.280,0.137,0,1
14888.996,66598.078,15090.199,66799.280,0.193,0,1
15090.199,66598.078,15291.402,66799.280,0.335,0,1
22534.697,66598.078,22735.900,66799.280,0.055,0,1
22735.900,66598.078,22937.102,66799.280,0.181,0,1
22937.102,66598.078,23138.305,66799.280,0.078,0,1
29375.587,66598.078,29576.790,66799.280,0.063,0,0
29576.790,66598.078,29777.992,66799.280,0.762,1,0
14888.996,66799.280,15090.199,67000.483,0.125,0,1
22534.697,66799.280,22735.900,67000.483,0.048,0,1
22937.102,66799.280,23138.305,67000.483,0.156,0,1
14888.996,67000.483,15090.199,67201.686,0.234,0,1
15090.199,67000.483,15291.402,67201.686,0.365,0,1
22333.494,67000.483,22534.697,67201.686,0.025,0,1
22534.697,67000.483,22735.900,67201.686,0.051,0,1
22735.900,67000.483,22937.102,67201.686,0.061,0,1
22937.102,67000.483,23138.305,67201.686,0.138,0,1
26961.155,67000.483,27162.358,67201.686,0.155,0,1
13279.375,67201.686,13480.578,67402.888,0.103,0,1
13480.578,67201.686,13681.780,67402.888,0.139,0,1
15090.199,67201.686,15291.402,67402.888,0.583,1,1
22333.494,67201.686,22534.697,67402.888,0.039,0,1
22534.697,67201.686,22735.900,67402.888,0.070,0,1
22735.900,67201.686,22937.102,67402.888,0.072,0,1
22937.102,67201.686,23138.305,67402.888,0.152,0,1
26961.155,67201.686,27162.358,67402.888,0.354,0,1
13480.578,67402.888,13681.780,67604.091,0.080,0,1
15090.199,67402.888,15291.402,67604.091,0.302,0,1
21931.089,67402.888,22132.292,67604.091,0.069,0,1
22132.292,67402.888,22333.494,67604.091,0.049,0,1
22333.494,67402.888,22534.697,67604.091,0.120,0,1
22534.697,67402.888,22735.900,67604.091,0.193,0,1
22735.900,67402.888,22937.102,67604.091,0.069,0,1
29375.587,67402.888,29576.790,67604.091,0.072,0,0
13279.375,67604.091,13480.578,67805.294,0.058,0,1
13480.578,67604.091,13681.780,67805.294,0.148,0,1
13681.780,67604.091,13882.983,67805.294,0.210,0,1
13882.983,67604.091,14084.186,67805.294,0.042,0,1
15492.604,67604.091,15693.807,67805.294,0.201,0,1
15693.807,67604.091,15895.009,67805.294,0.173,0,1
16096.212,67604.091,16297.415,67805.294,0.391,0,1
16297.415,67604.091,16498.617,67805.294,0.079,0,1
21126.278,67604.091,21327.481,67805.294,0.111,0,1
21729.886,67604.091,21931.089,67805.294,0.039,0,1
21931.089,67604.091,22132.292,67805.294,0.103,0,1
22132.292,67604.091,22333.494,67805.294,0.163,0,1
22333.494,67604.091,22534.697,67805.294,0.245,0,1
29576.790,67604.091,29777.992,67805.294,0.467,1,0
15492.604,67805.294,15693.807,68006.496,0.069,0,1
15693.807,67805.294,15895.009,68006.496,0.311,0,1
15895.009,67805.294,16096.212,68006.496,0.097,0,1
16096.212,67805.294,16297.415,68006.496,0.100,0,1
16297.415,67805.294,16498.617,68006.496,0.249,0,1
20925.076,67805.294,21126.278,68006.496,0.088,0,1
21126.278,67805.294,21327.481,68006.496,0.280,0,1
21327.481,67805.294,21528.684,68006.496,0.213,0,1
21528.684,67805.294,21729.886,68006.496,0.157,0,1
21729.886,67805.294,21931.089,68006.496,0.092,0,1
21931.089,67805.294,22132.292,68006.496,0.129,0,1
22132.292,67805.294,22333.494,68006.496,0.356,0,1
22333.494,67805.294,22534.697,68006.496,0.074,0,1
14687.794,68006.496,14888.996,68207.699,0.059,0,1
15895.009,68006.496,16096.212,68207.699,0.076,0,1
16096.212,68006.496,16297.415,68207.699,0.126,0,1
16297.415,68006.496,16498.617,68207.699,0.572,1,1
16498.617,68006.496,16699.820,68207.699,0.124,0,1
20925.076,68006.496,21126.278,68207.699,0.117,0,1
21126.278,68006.496,21327.481,68207.699,0.119,0,1
21327.481,68006.496,21528.684,68207.699,0.111,0,1
21729.886,68006.496,21931.089,68207.699,0.304,0,1
22132.292,68006.496,22333.494,68207.699,0.129,0,1
14687.794,68207.699,14888.996,68408.902,0.247,0,1
14888.996,68207.699,15090.199,68408.902,0.061,0,1
16096.212,68207.699,16297.415,68408.902,0.074,0,1
16498.617,68207.699,16699.820,68408.902,0.208,0,1
16699.820,68207.699,16901.023,68408.902,0.225,0,1
16901.023,68207.699,17102.225,68408.902,0.053,0,1
17102.225,68207.699,17303.428,68408.902,0.066,0,1
17303.428,68207.699,17504.631,68408.902,0.126,0,1
17504.631,68207.699,17705.833,68408.902,0.550,1,1
21327.481,68207.699,21528.684,68408.902,0.294,0,1
21528.684,68207.699,21729.886,68408.902,0.311,0,1
21729.886,68207.699,21931.089,68408.902,0.126,0,1
21931.089,68207.699,22132.292,68408.902,0.083,0,1
22132.292,68207.699,22333.494,68408.902,0.339,0,1
16699.820,68408.902,16901.023,68610.104,0.141,0,1
16901.023,68408.902,17102.225,68610.104,0.052,0,1
17102.225,68408.902,17303.428,68610.104,0.056,0,1
17303.428,68408.902,17504.631,68610.104,0.063,0,1
17504.631,68408.902,17705.833,68610.104,0.168,0,1
17705.833,68408.902,17907.036,68610.104,0.321,0,1
21327.481,68408.902,21528.684,68610.104,0.088,0,1
21528.684,68408.902,21729.886,68610.104,0.153,0,1
21729.886,68408.902,21931.089,68610.104,0.114,0,1
21931.089,68408.902,22132.292,68610.104,0.057,0,1
